"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260402","9호선","개화","3091","2031","20260405",""
"20260402","9호선","김포공항","6202","10629","20260405",""
"20260402","9호선","공항시장","3338","3520","20260405",""
"20260402","9호선","신방화","8212","8204","20260405",""
"20260402","9호선","마곡나루(서울식물원)","18296","17460","20260405",""
"20260402","9호선","양천향교","13395","14000","20260405",""
"20260402","9호선","가양","25836","25200","20260405",""
"20260402","9호선","증미","9755","9454","20260405",""
"20260402","9호선","등촌","15119","14585","20260405",""
"20260402","9호선","염창","20983","20331","20260405",""
"20260402","9호선","신목동","5982","5528","20260405",""
"20260402","9호선","선유도","11586","10506","20260405",""
"20260402","9호선","당산","22735","22078","20260405",""
"20260402","경춘선","사릉","2648","2550","20260405",""
"20260402","9호선","국회의사당","26983","26785","20260405",""
"20260402","9호선","여의도","38068","37765","20260405",""
"20260402","9호선","샛강","8409","8375","20260405",""
"20260402","9호선","노량진","31141","30810","20260405",""
"20260402","9호선","노들","5729","4870","20260405",""
"20260402","9호선","흑석(중앙대입구)","13265","13398","20260405",""
"20260402","9호선","동작(현충원)","3143","2866","20260405",""
"20260402","9호선","구반포","2832","2500","20260405",""
"20260402","9호선","신반포","5959","5733","20260405",""
"20260402","9호선","고속터미널","17212","21712","20260405",""
"20260402","9호선","사평","5017","4872","20260405",""
"20260402","9호선","신논현","34928","35832","20260405",""
"20260402","공항철도 1호선","서울역","14541","12068","20260405",""
"20260402","공항철도 1호선","공덕","3732","4723","20260405",""
"20260402","공항철도 1호선","홍대입구","17206","16567","20260405",""
"20260402","공항철도 1호선","디지털미디어시티","17539","16374","20260405",""
"20260402","공항철도 1호선","마곡나루(서울식물원)","18703","18007","20260405",""
"20260402","공항철도 1호선","김포공항","9924","5759","20260405",""
"20260402","공항철도 1호선","계양","10525","10611","20260405",""
"20260402","공항철도 1호선","검암","6965","7078","20260405",""
"20260402","공항철도 1호선","청라국제도시","9193","8824","20260405",""
"20260402","공항철도 1호선","운서","11174","11873","20260405",""
"20260402","공항철도 1호선","공항화물청사","2307","2430","20260405",""
"20260402","공항철도 1호선","인천공항1터미널","14496","11729","20260405",""
"20260402","공항철도 1호선","인천공항2터미널","12539","9233","20260405",""
"20260402","공항철도 1호선","영종","4961","5243","20260405",""
"20260402","9호선2~3단계","언주","13925","14186","20260405",""
"20260402","9호선2~3단계","선정릉","12483","13396","20260405",""
"20260402","9호선2~3단계","삼성중앙","10074","10243","20260405",""
"20260402","9호선2~3단계","봉은사","30780","32831","20260405",""
"20260402","9호선2~3단계","종합운동장","6040","6151","20260405",""
"20260402","9호선2~3단계","삼전","9834","9255","20260405",""
"20260402","9호선2~3단계","석촌고분","9270","9179","20260405",""
"20260402","9호선2~3단계","석촌","13156","13474","20260405",""
"20260402","9호선2~3단계","송파나루","7562","7920","20260405",""
"20260402","9호선2~3단계","한성백제","4213","3687","20260405",""
"20260402","9호선2~3단계","올림픽공원(한국체대)","8123","8567","20260405",""
"20260402","9호선2~3단계","둔촌오륜","5523","5359","20260405",""
"20260402","9호선2~3단계","중앙보훈병원","15894","13707","20260405",""
"20260402","우이신설선","북한산우이","3519","3171","20260405",""
"20260402","우이신설선","솔밭공원","3019","2929","20260405",""
"20260402","우이신설선","4.19민주묘지","5294","5159","20260405",""
"20260402","우이신설선","가오리","5138","5150","20260405",""
"20260402","우이신설선","화계","4400","4199","20260405",""
"20260402","우이신설선","삼양","2971","3111","20260405",""
"20260402","우이신설선","삼양사거리","3256","3200","20260405",""
"20260402","우이신설선","솔샘","6906","6616","20260405",""
"20260402","우이신설선","북한산보국문","7733","7267","20260405",""
"20260402","우이신설선","정릉","5775","5108","20260405",""
"20260402","우이신설선","성신여대입구(돈암)","4516","4803","20260405",""
"20260402","우이신설선","보문","2171","2132","20260405",""
"20260402","우이신설선","신설동","2980","2788","20260405",""
"20260402","신림선","샛강","3936","4806","20260405",""
"20260402","신림선","대방","4037","3080","20260405",""
"20260402","신림선","서울지방병무청","3817","4190","20260405",""
"20260402","신림선","보라매","5484","5045","20260405",""
"20260402","신림선","보라매공원","2955","3431","20260405",""
"20260402","신림선","보라매병원","9802","10111","20260405",""
"20260402","신림선","당곡","5751","5401","20260405",""
"20260402","신림선","신림","2695","3232","20260405",""
"20260402","신림선","서원","4161","3703","20260405",""
"20260402","신림선","서울대벤처타운","11674","10798","20260405",""
"20260402","신림선","관악산(서울대)","3970","3887","20260405",""
"20260402","경춘선","평내호평","7797","7739","20260405",""
"20260402","경춘선","천마산","1948","1802","20260405",""
"20260402","경춘선","마석","4943","4760","20260405",""
"20260402","경춘선","대성리","641","1053","20260405",""
"20260402","경춘선","청평","1855","1836","20260405",""
"20260402","경춘선","상천","322","295","20260405",""
"20260402","경춘선","가평","1947","1906","20260405",""
"20260402","경춘선","굴봉산","114","115","20260405",""
"20260402","경춘선","백양리","83","73","20260405",""
"20260402","경춘선","강촌","492","511","20260405",""
"20260402","경춘선","김유정","426","450","20260405",""
"20260402","경춘선","남춘천","4227","3583","20260405",""
"20260402","경춘선","춘천","2594","1890","20260405",""
"20260402","수인선","고색","7316","7236","20260405",""
"20260402","수인선","오목천","6088","5292","20260405",""
"20260402","수인선","어천","1911","1876","20260405",""
"20260402","수인선","야목","922","776","20260405",""
"20260402","수인선","사리","6107","5426","20260405",""
"20260402","수인선","달월","129","92","20260405",""
"20260402","수인선","월곶","3836","3550","20260405",""
"20260402","수인선","소래포구","6226","5761","20260405",""
"20260402","수인선","인천논현","6260","6611","20260405",""
"20260402","수인선","호구포","4539","4749","20260405",""
"20260402","경춘선","금곡","2061","2059","20260405",""
"20260402","수인선","남동인더스파크","2608","2966","20260405",""
"20260402","수인선","원인재","5188","5436","20260405",""
"20260402","수인선","연수","5480","5343","20260405",""
"20260402","수인선","송도","3167","2867","20260405",""
"20260402","수인선","인하대","10214","9459","20260405",""
"20260402","수인선","숭의","5275","5013","20260405",""
"20260402","수인선","신포","2176","2195","20260405",""
"20260402","수인선","인천","1090","1750","20260405",""
"20260402","경강선","판교","6960","6892","20260405",""
"20260402","경강선","이매","1297","1162","20260405",""
"20260402","경강선","삼동","2785","2647","20260405",""
"20260402","경강선","경기광주","9574","9180","20260405",""
"20260402","경강선","초월","4402","4199","20260405",""
"20260402","경강선","곤지암","2474","2378","20260405",""
"20260402","경강선","신둔도예촌","1941","1709","20260405",""
"20260402","경강선","이천","3202","3351","20260405",""
"20260402","경강선","부발","2667","2555","20260405",""
"20260402","경강선","세종대왕릉","403","414","20260405",""
"20260402","경강선","여주","3413","3209","20260405",""
"20260402","경강선","성남","1503","1299","20260405",""
"20260402","서해선","김포공항","3216","4724","20260405",""
"20260402","서해선","원종","6282","6001","20260405",""
"20260402","서해선","부천종합운동장","3706","3205","20260405",""
"20260402","5호선","방화","8282","8024","20260405",""
"20260402","5호선","개화산","7113","6815","20260405",""
"20260402","5호선","김포공항","14673","8921","20260405",""
"20260402","5호선","송정","7114","6815","20260405",""
"20260402","5호선","마곡","19131","19295","20260405",""
"20260402","5호선","발산","27800","28378","20260405",""
"20260402","5호선","우장산","17747","17699","20260405",""
"20260402","5호선","화곡","33185","31224","20260405",""
"20260402","5호선","까치산","31911","30748","20260405",""
"20260402","경부선","진위","2040","1839","20260405",""
"20260402","경원선","덕정","8387","7905","20260405",""
"20260402","경원선","지행","7406","7635","20260405",""
"20260402","경원선","동두천중앙","3382","3202","20260405",""
"20260402","경원선","보산","1747","1554","20260405",""
"20260402","경원선","동두천","2686","2581","20260405",""
"20260402","경원선","소요산","1969","1966","20260405",""
"20260402","경원선","청산","180","149","20260405",""
"20260402","경원선","전곡","1234","1173","20260405",""
"20260402","경원선","연천","1249","1216","20260405",""
"20260402","안산선","산본","18869","20009","20260405",""
"20260402","안산선","대야미","5981","5252","20260405",""
"20260402","안산선","반월","5100","5019","20260405",""
"20260402","안산선","상록수","18065","18235","20260405",""
"20260402","안산선","한대앞","12403","12417","20260405",""
"20260402","안산선","중앙","21135","22075","20260405",""
"20260402","안산선","고잔","10663","10182","20260405",""
"20260402","안산선","초지","6122","6354","20260405",""
"20260402","안산선","안산","12888","11825","20260405",""
"20260402","안산선","신길온천","2503","2236","20260405",""
"20260402","안산선","정왕","12548","12620","20260405",""
"20260402","안산선","오이도","8867","8901","20260405",""
"20260402","안산선","수리산","4847","3887","20260405",""
"20260402","과천선","선바위","9198","8004","20260405",""
"20260402","과천선","경마공원","1778","1722","20260405",""
"20260402","과천선","대공원","5409","5537","20260405",""
"20260402","과천선","과천","6149","5659","20260405",""
"20260402","과천선","정부과천청사","16361","17470","20260405",""
"20260402","과천선","인덕원","30837","31767","20260405",""
"20260402","과천선","평촌","21669","21096","20260405",""
"20260402","과천선","범계","33284","33518","20260405",""
"20260402","분당선","선릉","15176","22400","20260405",""
"20260402","분당선","한티","17201","18381","20260405",""
"20260402","분당선","도곡","9549","9833","20260405",""
"20260402","분당선","구룡","4324","4143","20260405",""
"20260402","분당선","개포동","4872","5094","20260405",""
"20260402","분당선","대모산입구","6968","6599","20260405",""
"20260402","분당선","수서","20091","21348","20260405",""
"20260402","분당선","복정","2","0","20260405",""
"20260402","분당선","수원","9107","8484","20260405",""
"20260402","분당선","서울숲","15780","16384","20260405",""
"20260402","분당선","압구정로데오","21399","22841","20260405",""
"20260402","분당선","강남구청","11413","13023","20260405",""
"20260402","3호선","옥수","10939","11000","20260405",""
"20260402","분당선","선정릉","8832","9172","20260405",""
"20260402","분당선","가천대","17207","17227","20260405",""
"20260402","분당선","태평","14690","14233","20260405",""
"20260402","분당선","모란","21924","22381","20260405",""
"20260402","분당선","야탑","29932","31395","20260405",""
"20260402","분당선","서현","25827","26699","20260405",""
"20260402","분당선","수내","14467","14476","20260405",""
"20260402","분당선","정자","22621","24109","20260405",""
"20260402","분당선","미금","18068","18559","20260405",""
"20260402","분당선","오리","12946","11547","20260405",""
"20260402","분당선","이매","6603","6409","20260405",""
"20260402","분당선","보정","2972","2690","20260405",""
"20260402","분당선","죽전","16966","18540","20260405",""
"20260402","분당선","구성","9081","9285","20260405",""
"20260402","분당선","신갈","5714","5597","20260405",""
"20260402","분당선","기흥","13157","12409","20260405",""
"20260402","분당선","상갈","6597","6165","20260405",""
"20260402","분당선","청명","5583","5491","20260405",""
"20260402","분당선","영통","10768","10934","20260405",""
"20260402","분당선","망포","18010","17709","20260405",""
"20260402","분당선","매탄권선","6630","6619","20260405",""
"20260402","분당선","수원시청","15990","16935","20260405",""
"20260402","분당선","매교","6575","6524","20260405",""
"20260402","일산선","원흥","13462","13032","20260405",""
"20260402","일산선","삼송","22449","21937","20260405",""
"20260402","일산선","원당","13555","13323","20260405",""
"20260402","일산선","화정","19466","20352","20260405",""
"20260402","일산선","대곡","14329","12632","20260405",""
"20260402","일산선","백석","12000","12261","20260405",""
"20260402","일산선","마두","9300","9371","20260405",""
"20260402","일산선","정발산","7972","8093","20260405",""
"20260402","일산선","주엽","10443","10413","20260405",""
"20260402","일산선","대화","12965","10790","20260405",""
"20260402","중앙선","회기","35246","33600","20260405",""
"20260402","중앙선","중랑","6452","6053","20260405",""
"20260402","중앙선","상봉","6775","6772","20260405",""
"20260402","중앙선","망우","8809","8545","20260405",""
"20260402","중앙선","양원","3868","3823","20260405",""
"20260402","중앙선","구리","8359","8846","20260405",""
"20260402","중앙선","도농","11328","10484","20260405",""
"20260402","중앙선","양정","584","528","20260405",""
"20260402","중앙선","덕소","6309","6300","20260405",""
"20260402","중앙선","도심","3415","2697","20260405",""
"20260402","중앙선","팔당","868","881","20260405",""
"20260402","중앙선","운길산","820","858","20260405",""
"20260402","중앙선","양수","1908","1927","20260405",""
"20260402","중앙선","신원","233","211","20260405",""
"20260402","중앙선","국수","802","767","20260405",""
"20260402","중앙선","아신","616","582","20260405",""
"20260402","중앙선","오빈","358","352","20260405",""
"20260402","중앙선","양평","3293","3473","20260405",""
"20260402","중앙선","원덕","395","426","20260405",""
"20260402","중앙선","용문","1956","1963","20260405",""
"20260402","중앙선","지평","73","80","20260405",""
"20260402","장항선","봉명","1702","1646","20260405",""
"20260402","장항선","쌍용(나사렛대)","3972","3685","20260405",""
"20260402","장항선","아산","5405","5285","20260405",""
"20260402","장항선","탕정","2995","2386","20260405",""
"20260402","장항선","배방","1550","1515","20260405",""
"20260402","장항선","온양온천","5202","5366","20260405",""
"20260402","장항선","신창(순천향대)","4902","2950","20260405",""
"20260402","경의선","서울역","4394","5437","20260405",""
"20260402","경의선","신촌","1300","1710","20260405",""
"20260402","경의선","효창공원앞","4035","4389","20260405",""
"20260402","경의선","공덕","4938","3866","20260405",""
"20260402","경의선","서강대","2610","2430","20260405",""
"20260402","경의선","홍대입구","2411","2723","20260405",""
"20260402","경의선","가좌","7241","6888","20260405",""
"20260402","경의선","디지털미디어시티","3037","2944","20260405",""
"20260402","경의선","수색","3916","4025","20260405",""
"20260402","경의선","한국항공대","4383","4030","20260405",""
"20260402","경의선","강매","4024","3268","20260405",""
"20260402","경의선","행신","8908","9103","20260405",""
"20260402","경의선","능곡","5352","5015","20260405",""
"20260402","경의선","곡산","701","747","20260405",""
"20260402","경의선","백마","8881","8771","20260405",""
"20260402","경의선","풍산","7463","7045","20260405",""
"20260402","경의선","일산","12092","12007","20260405",""
"20260402","경의선","탄현","9017","8662","20260405",""
"20260402","경의선","야당","8445","8557","20260405",""
"20260402","경의선","운정","8546","8145","20260405",""
"20260402","경의선","금릉","5486","5450","20260405",""
"20260402","경의선","금촌","7083","6942","20260405",""
"20260402","경의선","월롱","2909","2437","20260405",""
"20260402","경의선","파주","1675","1514","20260405",""
"20260402","경의선","문산","5854","5781","20260405",""
"20260402","경의선","임진강","14","12","20260405",""
"20260402","경의선","운천","1","1","20260405",""
"20260402","경춘선","신내","3506","3439","20260405",""
"20260402","경춘선","갈매","3230","2924","20260405",""
"20260402","경춘선","별내","3005","2858","20260405",""
"20260402","2호선","낙성대(강감찬)","32637","32031","20260405",""
"20260402","2호선","서울대입구(관악구청)","55078","52810","20260405",""
"20260402","2호선","봉천","28030","26444","20260405",""
"20260402","2호선","신림","62633","61935","20260405",""
"20260402","2호선","신대방","28584","27843","20260405",""
"20260402","2호선","구로디지털단지","66399","66317","20260405",""
"20260402","2호선","대림(구로구청)","27761","28079","20260405",""
"20260402","2호선","신도림","55935","53555","20260405",""
"20260402","2호선","문래","26720","27178","20260405",""
"20260402","2호선","영등포구청","27193","28009","20260405",""
"20260402","2호선","당산","22998","25798","20260405",""
"20260402","2호선","합정","38482","44035","20260405",""
"20260402","2호선","홍대입구","78603","82577","20260405",""
"20260402","2호선","신촌","47424","47898","20260405",""
"20260402","2호선","이대","22978","24464","20260405",""
"20260402","2호선","아현","13091","12520","20260405",""
"20260402","2호선","충정로(경기대입구)","12312","13183","20260405",""
"20260402","2호선","용답","3906","4013","20260405",""
"20260402","2호선","신답","2132","2369","20260405",""
"20260402","2호선","신설동","4353","4274","20260405",""
"20260402","2호선","도림천","2272","2338","20260405",""
"20260402","2호선","양천구청","8085","8558","20260405",""
"20260402","2호선","신정네거리","11723","12154","20260405",""
"20260402","2호선","용두(동대문구청)","2804","2705","20260405",""
"20260402","3호선","지축","8907","9054","20260405",""
"20260402","3호선","구파발","25630","24462","20260405",""
"20260402","3호선","연신내","42779","40702","20260405",""
"20260402","3호선","불광","18738","19874","20260405",""
"20260402","3호선","녹번","17853","16474","20260405",""
"20260402","3호선","홍제","21545","20628","20260405",""
"20260402","3호선","무악재","5120","5041","20260405",""
"20260402","3호선","독립문","9299","9778","20260405",""
"20260402","3호선","경복궁(정부서울청사)","32930","32810","20260405",""
"20260402","3호선","안국","35327","35770","20260405",""
"20260402","3호선","종로3가","13827","14723","20260405",""
"20260402","3호선","을지로3가","15334","14359","20260405",""
"20260402","3호선","충무로","2","0","20260405",""
"20260402","3호선","동대입구","14243","16525","20260405",""
"20260402","3호선","약수","14426","14163","20260405",""
"20260402","3호선","금호","9449","8872","20260405",""
"20260402","3호선","압구정","34685","36476","20260405",""
"20260402","3호선","신사","29861","31271","20260405",""
"20260402","3호선","잠원","8790","8464","20260405",""
"20260402","3호선","고속터미널","47950","44545","20260405",""
"20260402","3호선","교대(법원.검찰청)","20202","11688","20260405",""
"20260402","3호선","남부터미널(예술의전당)","33909","34337","20260405",""
"20260402","3호선","양재(서초구청)","45693","47892","20260405",""
"20260402","3호선","매봉","16772","16466","20260405",""
"20260402","3호선","도곡","7567","7715","20260405",""
"20260402","3호선","대치","14284","14177","20260405",""
"20260402","3호선","학여울","2680","2760","20260405",""
"20260402","3호선","대청","12793","11813","20260405",""
"20260402","3호선","일원","13847","13660","20260405",""
"20260402","3호선","수서","21095","20791","20260405",""
"20260402","3호선","가락시장","10869","10627","20260405",""
"20260402","3호선","경찰병원","8770","8836","20260405",""
"20260402","3호선","오금","7819","7211","20260405",""
"20260402","4호선","불암산","11294","9466","20260405",""
"20260402","4호선","상계","22583","21438","20260405",""
"20260402","4호선","노원","23261","26211","20260405",""
"20260402","4호선","창동","31368","32762","20260405",""
"20260402","4호선","쌍문","33600","31583","20260405",""
"20260402","4호선","수유(강북구청)","39438","40103","20260405",""
"20260402","4호선","미아(서울사이버대학)","18993","18284","20260405",""
"20260402","4호선","미아사거리","29684","29308","20260405",""
"20260402","4호선","길음","26316","26570","20260405",""
"20260402","4호선","성신여대입구(돈암)","29032","27017","20260405",""
"20260402","4호선","한성대입구(삼선교)","20280","20854","20260405",""
"20260402","4호선","혜화","43166","42929","20260405",""
"20260402","4호선","동대문","22618","23364","20260405",""
"20260402","4호선","동대문역사문화공원(DDP)","22933","20345","20260405",""
"20260402","4호선","충무로","41280","41721","20260405",""
"20260402","4호선","명동","44641","46177","20260405",""
"20260402","4호선","회현(남대문시장)","33779","35794","20260405",""
"20260402","4호선","서울역","15713","24777","20260405",""
"20260402","4호선","숙대입구(갈월)","19960","19362","20260405",""
"20260402","4호선","삼각지(전쟁기념관)","7129","8298","20260405",""
"20260402","4호선","신용산","23379","25259","20260405",""
"20260402","4호선","이촌(국립중앙박물관)","10850","11725","20260405",""
"20260402","4호선","동작(현충원)","2955","3124","20260405",""
"20260402","4호선","총신대입구(이수)","22652","24224","20260405",""
"20260402","4호선","사당","29818","26177","20260405",""
"20260402","4호선","남태령","1697","1492","20260405",""
"20260402","경부선","서울역","10302","3355","20260405",""
"20260402","경부선","남영","11144","11869","20260405",""
"20260402","경부선","용산","44276","44415","20260405",""
"20260402","경부선","노량진","10254","10116","20260405",""
"20260402","경부선","대방","12495","14064","20260405",""
"20260402","경부선","영등포","43652","43560","20260405",""
"20260402","경부선","신도림","4539","4887","20260405",""
"20260402","경부선","신길","10156","9125","20260405",""
"20260402","경부선","구로","18988","19337","20260405",""
"20260402","경부선","가산디지털단지","21054","24046","20260405",""
"20260402","경부선","금천구청","13015","13423","20260405",""
"20260402","경부선","석수","9617","8931","20260405",""
"20260402","경부선","관악","8417","8185","20260405",""
"20260402","경부선","안양","30873","30492","20260405",""
"20260402","경부선","명학","11309","11117","20260405",""
"20260402","경부선","금정","33538","34654","20260405",""
"20260402","경부선","군포","7767","7627","20260405",""
"20260402","경부선","의왕","11421","11288","20260405",""
"20260402","경부선","성균관대","19509","18817","20260405",""
"20260402","경부선","화서","12394","12074","20260405",""
"20260402","경부선","수원","42636","44824","20260405",""
"20260402","경부선","독산","19664","20008","20260405",""
"20260402","경부선","세류","4011","3657","20260405",""
"20260402","경부선","병점","19287","19544","20260405",""
"20260402","경부선","세마","4017","3907","20260405",""
"20260402","경부선","오산대","4902","4681","20260405",""
"20260402","경부선","오산","12513","12496","20260405",""
"20260402","경부선","송탄","4914","4830","20260405",""
"20260402","경부선","서정리","10133","9678","20260405",""
"20260402","경부선","평택지제","5425","5192","20260405",""
"20260402","경부선","평택","14742","14971","20260405",""
"20260402","경부선","성환","8430","7412","20260405",""
"20260402","경부선","직산","1234","1221","20260405",""
"20260402","경부선","두정","10607","11218","20260405",""
"20260402","경부선","천안","8844","7599","20260405",""
"20260402","경부선","당정","8005","7708","20260405",""
"20260402","경부선","서동탄","1778","1407","20260405",""
"20260402","경부선","광명","4073","3521","20260405",""
"20260402","경인선","개봉","26491","25882","20260405",""
"20260402","경인선","오류동","13159","12410","20260405",""
"20260402","경인선","역곡","32374","31930","20260405",""
"20260402","경인선","부천","35618","35288","20260405",""
"20260402","경인선","송내","29942","29582","20260405",""
"20260402","경인선","부평","31426","32767","20260405",""
"20260402","경인선","백운","7953","7832","20260405",""
"20260402","경인선","동암","16637","16952","20260405",""
"20260402","경인선","주안","21319","19229","20260405",""
"20260402","경인선","제물포","13141","12617","20260405",""
"20260402","경인선","동인천","14797","13244","20260405",""
"20260402","경인선","인천","4210","3454","20260405",""
"20260402","경인선","구일","9341","9407","20260405",""
"20260402","경인선","소사","9950","9288","20260405",""
"20260402","경인선","부개","9914","9343","20260405",""
"20260402","경인선","간석","6488","6138","20260405",""
"20260402","경인선","도원","3908","4059","20260405",""
"20260402","경인선","온수(성공회대입구)","7621","7295","20260405",""
"20260402","경인선","중동","10959","10309","20260405",""
"20260402","경인선","도화","4574","4305","20260405",""
"20260402","경원선","이촌(국립중앙박물관)","4500","3740","20260405",""
"20260402","경원선","서빙고","2692","2513","20260405",""
"20260402","경원선","한남","4253","4095","20260405",""
"20260402","경원선","옥수","70","45","20260405",""
"20260402","경원선","응봉","2940","2961","20260405",""
"20260402","경원선","왕십리(성동구청)","19869","19103","20260405",""
"20260402","경원선","청량리(서울시립대입구)","18359","18259","20260405",""
"20260402","경원선","외대앞","16228","16084","20260405",""
"20260402","경원선","신이문","10040","9241","20260405",""
"20260402","경원선","석계","9115","9565","20260405",""
"20260402","경원선","광운대","11383","10795","20260405",""
"20260402","경원선","월계","9400","8645","20260405",""
"20260402","경원선","녹천","5202","4427","20260405",""
"20260402","경원선","창동","2","0","20260405",""
"20260402","경원선","방학","11597","11369","20260405",""
"20260402","경원선","도봉","6695","6473","20260405",""
"20260402","경원선","도봉산","8688","5881","20260405",""
"20260402","경원선","망월사","11408","11423","20260405",""
"20260402","경원선","회룡","15527","15631","20260405",""
"20260402","경원선","의정부","21273","21667","20260405",""
"20260402","경원선","가능","7647","7327","20260405",""
"20260402","경원선","녹양","5201","4893","20260405",""
"20260402","경원선","양주","8165","7905","20260405",""
"20260402","경원선","덕계","8138","7642","20260405",""
"20260403","8호선","남위례","10316","10209","20260406",""
"20260403","9호선","개화","3017","2047","20260406",""
"20260403","9호선","김포공항","6747","11518","20260406",""
"20260403","9호선","공항시장","3372","3470","20260406",""
"20260403","9호선","신방화","8487","8173","20260406",""
"20260403","9호선","마곡나루(서울식물원)","18796","18203","20260406",""
"20260403","9호선","양천향교","13468","13521","20260406",""
"20260403","9호선","가양","26580","25717","20260406",""
"20260403","9호선","증미","9546","9186","20260406",""
"20260403","9호선","등촌","15314","14487","20260406",""
"20260403","9호선","염창","21781","20678","20260406",""
"20260403","9호선","신목동","6212","5546","20260406",""
"20260403","9호선","선유도","11610","10462","20260406",""
"20260403","9호선","당산","23943","23190","20260406",""
"20260403","9호선","국회의사당","35101","34080","20260406",""
"20260403","9호선","여의도","39947","39760","20260406",""
"20260403","9호선","샛강","8876","8644","20260406",""
"20260403","9호선","노량진","32404","32519","20260406",""
"20260403","9호선","노들","6159","4978","20260406",""
"20260403","9호선","흑석(중앙대입구)","13113","12846","20260406",""
"20260403","9호선","동작(현충원)","4305","3548","20260406",""
"20260403","9호선","구반포","2909","2661","20260406",""
"20260403","9호선","신반포","6395","6238","20260406",""
"20260403","9호선","고속터미널","20093","27290","20260406",""
"20260403","9호선","사평","5140","4809","20260406",""
"20260403","9호선","신논현","40016","41437","20260406",""
"20260403","공항철도 1호선","서울역","16868","15072","20260406",""
"20260403","공항철도 1호선","공덕","3857","5020","20260406",""
"20260403","공항철도 1호선","홍대입구","20317","19643","20260406",""
"20260403","공항철도 1호선","디지털미디어시티","16851","15448","20260406",""
"20260403","공항철도 1호선","마곡나루(서울식물원)","19021","17988","20260406",""
"20260403","공항철도 1호선","김포공항","10647","5859","20260406",""
"20260403","공항철도 1호선","계양","10714","10658","20260406",""
"20260403","공항철도 1호선","검암","7360","7367","20260406",""
"20260403","공항철도 1호선","청라국제도시","9572","9206","20260406",""
"20260403","공항철도 1호선","운서","12007","12635","20260406",""
"20260403","공항철도 1호선","공항화물청사","2246","2331","20260406",""
"20260403","공항철도 1호선","인천공항1터미널","16332","12722","20260406",""
"20260403","공항철도 1호선","인천공항2터미널","13118","9743","20260406",""
"20260403","공항철도 1호선","영종","5364","5654","20260406",""
"20260403","9호선2~3단계","언주","14176","14295","20260406",""
"20260403","9호선2~3단계","선정릉","12862","13392","20260406",""
"20260403","9호선2~3단계","삼성중앙","9979","10337","20260406",""
"20260403","9호선2~3단계","봉은사","31555","33874","20260406",""
"20260403","9호선2~3단계","종합운동장","6277","6696","20260406",""
"20260403","9호선2~3단계","삼전","10257","9631","20260406",""
"20260403","9호선2~3단계","석촌고분","10068","9976","20260406",""
"20260403","9호선2~3단계","석촌","15388","15481","20260406",""
"20260403","9호선2~3단계","송파나루","8217","8841","20260406",""
"20260403","9호선2~3단계","한성백제","4641","4072","20260406",""
"20260403","9호선2~3단계","올림픽공원(한국체대)","18700","20256","20260406",""
"20260403","9호선2~3단계","둔촌오륜","5536","5250","20260406",""
"20260403","9호선2~3단계","중앙보훈병원","15878","13574","20260406",""
"20260403","우이신설선","북한산우이","3398","3151","20260406",""
"20260403","우이신설선","솔밭공원","3046","2905","20260406",""
"20260403","우이신설선","4.19민주묘지","4325","3996","20260406",""
"20260403","우이신설선","가오리","5216","5066","20260406",""
"20260403","우이신설선","화계","4427","4134","20260406",""
"20260403","우이신설선","삼양","2931","3018","20260406",""
"20260403","우이신설선","삼양사거리","3228","3150","20260406",""
"20260403","우이신설선","솔샘","7112","6598","20260406",""
"20260403","우이신설선","북한산보국문","7731","6924","20260406",""
"20260403","우이신설선","정릉","5989","5042","20260406",""
"20260403","우이신설선","성신여대입구(돈암)","4682","5134","20260406",""
"20260403","경원선","창동","5","0","20260406",""
"20260403","우이신설선","보문","2194","2184","20260406",""
"20260403","우이신설선","신설동","2981","2837","20260406",""
"20260403","신림선","샛강","3875","5151","20260406",""
"20260403","신림선","대방","4263","3173","20260406",""
"20260403","신림선","서울지방병무청","4260","4282","20260406",""
"20260403","신림선","보라매","5601","4980","20260406",""
"20260403","신림선","보라매공원","3075","3444","20260406",""
"20260403","신림선","보라매병원","9311","9453","20260406",""
"20260403","신림선","당곡","5775","5469","20260406",""
"20260403","신림선","신림","2622","3215","20260406",""
"20260403","신림선","서원","4258","3577","20260406",""
"20260403","신림선","서울대벤처타운","12308","10794","20260406",""
"20260403","신림선","관악산(서울대)","3788","3583","20260406",""
"20260403","8호선","남한산성입구(성남법원.검찰청)","16860","14858","20260406",""
"20260403","8호선","단대오거리","15160","14038","20260406",""
"20260403","8호선","신흥","6656","6664","20260406",""
"20260403","8호선","수진","6702","6159","20260406",""
"20260403","8호선","모란","6166","4994","20260406",""
"20260403","중앙선","중랑","6834","6318","20260406",""
"20260403","중앙선","상봉","7215","7028","20260406",""
"20260403","중앙선","망우","9115","8843","20260406",""
"20260403","중앙선","양원","3974","3825","20260406",""
"20260403","중앙선","구리","8659","9231","20260406",""
"20260403","중앙선","도농","11285","10398","20260406",""
"20260403","중앙선","양정","610","556","20260406",""
"20260403","중앙선","덕소","6373","6377","20260406",""
"20260403","중앙선","도심","3432","2666","20260406",""
"20260403","중앙선","팔당","953","972","20260406",""
"20260403","중앙선","운길산","771","784","20260406",""
"20260403","중앙선","양수","2073","2110","20260406",""
"20260403","중앙선","신원","203","187","20260406",""
"20260403","중앙선","국수","865","884","20260406",""
"20260403","중앙선","아신","694","685","20260406",""
